LC_Up_Regulated_Genes,Signalling,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3
Sphk1,LC_ERST_UP,17.03,17.79,16.35,90.61,80.23,3.94,4.63,3.66
Spag1,LC_ERST_UP,1.95,2.52,2.57,11.26,11.17,0.71,0.58,0.66
Sp6,DCT_ERST_DCT_UP,51.18,48.93,65.78,9.77,9.22,0,0,0
Sp5,LC_ERST_UP,0.07,0.09,0.03,4.11,3.8,0,0,0
Sox4,DCT_ERST_DCT_UP,17.23,16.36,19.74,4.18,3.87,3.89,3.28,3.56
Sox15,LC_ERST_UP,1.06,0.97,1.22,19.01,17.33,0,0,0
Snrpd3,DCT_ERST_DCT_UP,55.15,51.45,77.59,28.78,34.27,13.87,12.45,12.92
Snrpd2,DCT_ERST_DCT_UP,99.26,101.11,106.83,55.42,56.95,53.64,53.79,49.82
Snora43,LC_ERST_UP,0,0,0,6.72,4.01,0,0,0
Snn,DCT_ERST_DCT_UP,9.42,8.35,6.51,2.6,2.84,2.07,2.13,1.54
Snhg4,LC_ERST_UP,10.35,10.95,13.03,58.85,50.44,13.61,10.53,13.76
Snhg20,LC_ERST_UP,15.75,14.2,9.49,93.39,84.95,30.89,29.01,27.39
Snhg14,DCT_ERST_DCT_UP,939.32,1015.59,865.39,188.08,228.99,515,348.55,465.61
Snf8,DCT_ERST_DCT_UP,511.34,538.21,470.3,150.83,172.56,199.06,157.12,165.52
Smox,DCT_ERST_DCT_UP,51.17,45.14,43.09,12.3,14.25,9.67,13.5,11.02
Smim18,LC_ERST_UP,0.16,0.2,0.3,5.1,5.35,0,0,0
Slurp1,LC_ERST_UP,43.24,39.27,24.71,1363.07,1146,35.23,42.68,32.69
Slpi,LC_ERST_UP,1.67,3.18,2.3,18.37,17.1,1.32,2.15,1.9
Slitrk6,LC_ERST_UP,0.87,0.91,0.86,8.14,7.55,0.29,0.14,0.16
Slco5a1,DCT_ERST_DCT_UP,6.15,5.57,7.26,0.27,0.29,1.85,2.13,2.55
Slc9a3r1,DCT_ERST_DCT_UP,51.82,52.82,44.24,21.92,18.65,7.44,6.98,6.91
Slc7a8,DCT_ERST_DCT_UP,38.96,37.8,36.43,1.68,1.16,0.44,0.97,0.32
Slc7a4,LC_ERST_UP,2.01,0.88,0.83,7.14,6.8,0.4,0.09,0.19
Slc6a9,LC_ERST_UP,3.05,3.55,3.56,18.98,16.98,3.37,3.63,4.39
Slc6a4,LC_ERST_UP,0.85,0.63,0.43,12.05,12.45,0.95,0.91,0.86
Slc6a14,LC_ERST_UP,5.47,5.52,7.51,22.96,24.37,0.1,0.04,0.09
Slc6a13,DCT_ERST_DCT_UP,11.52,13.89,19.84,1.01,1,1.21,1.36,1.16
Slc5a9,LC_ERST_UP,1.22,0.84,0.96,13.3,13.84,0,0,0.2
Slc5a8,DCT_ERST_DCT_UP,7.74,7.02,8.1,2.52,2.38,0,0,0.02
Slc5a1,LC_ERST_UP,1,0.84,1.01,8.47,8.52,0.04,0,0
Slc4a1,DCT_ERST_DCT_UP,4.88,4.79,4.43,0.03,0.04,0,0,0
Slc45a3,DCT_ERST_DCT_UP,22.51,22.31,28.05,9.92,8.91,1.61,1.91,1.86
Slc40a1,DCT_ERST_DCT_UP,137.07,135.51,165.35,19.03,22.13,4.09,4.83,4.05
Slc39a8,DCT_ERST_DCT_UP,54.09,53.36,69.78,1.36,1.55,6.93,6.2,6.24
Slc39a6,DCT_ERST_DCT_UP,41.83,40.5,43.72,17,16.46,7.27,7.3,9.15
Slc39a10,DCT_ERST_DCT_UP,24.7,22.45,36.11,4.28,4.43,2.94,2.83,2.44
Slc35f6,DCT_ERST_DCT_UP,32.26,32.6,42.08,22.73,15.25,12.34,12.94,9.6
Slc34a2,DCT_ERST_DCT_UP,5.97,5.85,6.45,2.17,2.27,0,0,0
Slc30a3,DCT_ERST_DCT_UP,3.19,2.85,2.5,0.09,0.06,0.14,0.38,0.21
Slc30a1,DCT_ERST_DCT_UP,17.37,17.73,14.78,4.83,4.86,1.66,1.61,2.04
Slc2a5,LC_ERST_UP,0.43,0.58,0.59,13.17,9.84,0.4,0.1,0.03
Slc28a3,LC_ERST_UP,0.81,0.59,0.85,5.05,5.21,0.19,0.12,0.06
Slc27a6,DCT_ERST_DCT_UP,7.64,8.33,13.52,1.63,1.65,0.47,0.19,0.37
Slc27a4,LC_ERST_UP,31.73,32.6,24.62,150.83,134.91,5.07,6.04,4.58
Slc25a5,DCT_ERST_DCT_UP,756.8,744.99,932.83,474.11,469.62,122.99,134.01,121.84
Slc25a37,DCT_ERST_DCT_UP,25.82,26.42,22,3.58,3.77,2,1.88,2.45
Slc22a5,DCT_ERST_DCT_UP,14.06,14.59,9.9,5.02,6.01,5.65,5.84,5.67
Slc22a4,LC_ERST_UP,2.28,1.86,2.8,26.04,24.73,7.73,8.28,7.93
Slc16a7,DCT_ERST_DCT_UP,6.42,6.8,10.9,1.69,1.68,3.03,3.21,3.41
Slc16a14,LC_ERST_UP,1.19,1.82,3.52,14.59,14.5,0.25,0.24,0.16
Slc15a1,DCT_ERST_DCT_UP,14.56,14.41,14.16,6.57,6.17,0.2,0.05,0.18
Slain1,DCT_ERST_DCT_UP,3.92,4.4,6.26,0.42,0.3,0,0,0
Skp1a,DCT_ERST_DCT_UP,504.37,491.08,562.63,300.12,302.68,265.45,288.19,271.47
Skint9,LC_ERST_UP,10.34,8.35,12.41,58.88,61.15,0,0,0
Skint8,LC_ERST_UP,0.85,0.6,1.16,4.61,6.19,0.67,0.43,0.59
Skint6,LC_ERST_UP,1.15,1.13,2.32,9.08,8.45,0,0,0
Skint5,LC_ERST_UP,1.5,1.44,3.87,41.41,36.76,0,0,0
Skint11,LC_ERST_UP,4.59,5.43,8.3,22.45,25.13,0.19,0,0.22
Skint10,LC_ERST_UP,10.42,11.14,16.1,64.11,68.2,0,0,0
Skint1,LC_ERST_UP,4.08,3.09,6.86,28.35,23.11,0,0,0
Siglec1,DCT_ERST_DCT_UP,4.63,4.42,3.84,0.56,0.55,1.32,0.77,1.08
Shh,DCT_ERST_DCT_UP,2.21,1.97,2.74,0,0.05,0,0,0
Shb,DCT_ERST_DCT_UP,23.22,23.01,20.67,5.29,5.7,5.2,6.43,5.91
Sh3yl1,DCT_ERST_DCT_UP,48.14,44.94,64.35,24.15,28.93,2.81,2.23,2.55
Sh3gl2,LC_ERST_UP,1.03,1.07,1.27,8.66,8.83,0.19,0,0.22
Sgpp2,LC_ERST_UP,0.14,0.07,0.11,16.31,15.55,0.62,0.23,0.33
Sgk3,DCT_ERST_DCT_UP,29.43,27.37,38.7,9.99,9.46,8,7.7,7.09
Sfn,DCT_ERST_DCT_UP,1990.87,1965.26,2099.29,715.12,677.22,0.99,1.45,0.74
Serpinb7,LC_ERST_UP,11.56,13.48,23.01,164.83,161.27,0,0,0
Serpinb6d,LC_ERST_UP,0.46,0.38,8.59,103.41,97.37,0,0,0
Serpinb6c,LC_ERST_UP,0.23,0.36,0.06,33.61,35.33,0.3,0.13,0.25
Serpinb3b,LC_ERST_UP,0.09,0.23,1,68.33,72.08,0,0,0
Serpinb3a,LC_ERST_UP,0,0,0,8.5,9.06,0,0,0
Serpinb12,LC_ERST_UP,0.54,0.57,1.6,95.66,101.33,0.06,0.31,0
Serpinb10,LC_ERST_UP,0.67,0,1.28,18.2,22.49,0,0,0
Serpina9,DCT_ERST_DCT_UP,5.41,5.95,7.85,1.14,1.1,0.1,0.31,0.15
Serpina3i,LC_ERST_UP,0.89,1.47,1.29,6.18,7.91,0,0,0
Serpina3h,LC_ERST_UP,1.67,2.08,3.38,35.65,32.63,0.28,0.45,0.17
Serpina3b,LC_ERST_UP,5.96,7.49,9.91,59.54,61.83,0.04,0,0.1
Serpina1e,DCT_ERST_DCT_UP,24.3,26.32,23.95,0.47,0.2,0.72,1.51,0.8
Serpina12,LC_ERST_UP,9.37,10.02,16.01,73.69,81.68,0.17,0.54,0.24
Serpina11,DCT_ERST_DCT_UP,5.59,5.33,4.21,0.24,0.44,0,0,0
Serinc2,DCT_ERST_DCT_UP,206.48,201.8,211.23,21.73,18.64,20.82,26.29,20.75
Sephs2,DCT_ERST_DCT_UP,74.41,74.67,91.17,40.01,37.07,13.78,12.74,13.56
Sema3d,LC_ERST_UP,2.54,2.42,2.53,15.97,15.01,4.93,3.89,4.72
Selplg,LC_ERST_UP,6.72,8.19,2.54,22.36,21.07,2.63,2.26,1.67
Sectm1a,LC_ERST_UP,2.54,1.98,2.65,17.95,18.49,2.6,3.82,2.13
Secisbp2l,LC_ERST_UP,9.7,9.95,11.21,55.07,56.46,13.09,11.38,12.37
Sec14l4,LC_ERST_UP,3.69,3.49,6.36,75.63,65.41,4.21,4.34,4.38
Sebox,DCT_ERST_DCT_UP,6.27,5.48,4.58,1.47,1.37,0,0,0
Sdr42e1,LC_ERST_UP,12.14,11.74,16.05,68.89,62.01,1.16,1.44,1.22
Sdr16c6,LC_ERST_UP,26.55,28.9,34.79,628.36,544.55,0,0,0
Sdr16c5,LC_ERST_UP,13.66,16.07,23.95,122.78,129.01,0.07,0.12,0.08
Sdcbp2,LC_ERST_UP,6.72,7.9,7.68,61.32,54.69,0.75,0.61,0.47
Sdc1,DCT_ERST_DCT_UP,295.82,294.23,290.23,169.09,153.5,37.43,43.65,34.98
Sct,DCT_ERST_DCT_UP,170.32,161.93,109.47,0.72,0.2,0.27,0,0.63
Scrg1,DCT_ERST_DCT_UP,9.75,12,9.31,0.76,0.48,0.81,1.82,0.93
Scpep1os,DCT_ERST_DCT_UP,13.55,13.86,9.3,2.19,5.93,4.42,2.18,2.17
Scnn1b,DCT_ERST_DCT_UP,6.12,6.52,4.94,2.22,1.64,0.07,0.06,0
Scgb2b27,LC_ERST_UP,0.9,2.22,0.55,8.38,7.07,0,0,0
Scgb2b24,LC_ERST_UP,0,0,0,8.41,7.99,0,0,0
Scgb1b27,LC_ERST_UP,0,0,0,12.51,10.33,0,0,0
Scd3,LC_ERST_UP,2.71,2.97,2.08,29.35,30.34,0.12,0.09,0.06
Samd5,DCT_ERST_DCT_UP,13.4,15.23,16.1,0.88,1.03,0.36,0.57,0.45
Samd15,DCT_ERST_DCT_UP,50.94,46.65,40.92,4.02,7.06,5.49,4.08,8.08
Sag,DCT_ERST_DCT_UP,13.41,13.88,7.89,3.36,3.56,5.74,4.22,5.96
Saa3,DCT_ERST_DCT_UP,23.88,27.53,18.73,0.95,1.42,0,0.95,0.56
S100a8,DCT_ERST_DCT_UP,222.34,221.31,133.49,48.25,49.32,2.76,2.77,2.24
S100a7a,DCT_ERST_DCT_UP,329.03,326.2,265.83,2.78,1.78,4.2,3.14,4.82
S100a3,DCT_ERST_DCT_UP,9494.61,9432.94,7857.38,87.03,96.48,1.6,2.21,1.54
S100a16,DCT_ERST_DCT_UP,1426.49,1419.71,1302.84,637.79,690.78,92.51,94.79,101.74
Rtkn2,DCT_ERST_DCT_UP,10.1,9.62,11.29,0.26,0.54,0.07,0,0.03
Rps6ka3,DCT_ERST_DCT_UP,13.23,15.96,12.72,7.24,5.76,4.82,4.6,3.2
Rps3a3,LC_ERST_UP,0.29,0,0.56,605.07,606.07,0.53,0.17,0.64
Rps3a2,LC_ERST_UP,0.1,0.24,0.06,346.44,334.77,0,2.41,1.63
Rpph1,DCT_ERST_DCT_UP,16.21,20.4,14.23,3.09,7.27,1.73,3.98,2.03
Rpl38,DCT_ERST_DCT_UP,2199,2177.45,1702.93,1183.9,1134.87,569.79,616.68,583.67
Rpl31-ps15,LC_ERST_UP,0,0,0.63,7.71,3.27,0,0.98,0
Rpl22l1,DCT_ERST_DCT_UP,994.41,1008.82,942.55,421.44,431.83,260.45,251.91,268.62
Rpl15-ps2,LC_ERST_UP,0,0,0.44,42.84,43.17,0,0.75,0
Rpa3,DCT_ERST_DCT_UP,53.77,64.67,63.65,29.27,29.32,9.76,8.42,7.11
RP24-549B12.3,LC_ERST_UP,0,0,0.31,7.84,11.74,0,0,0.39
RP23-64D23.5,DCT_ERST_DCT_UP,7.24,7.3,7.1,0.69,1.2,1.24,1.36,1.14
RP23-4H17.3,DCT_ERST_DCT_UP,192.85,222.46,170.95,3.69,14.72,16.1,13.61,15.26
RP23-473E20.4,LC_ERST_UP,0,0.16,0,4.46,4.9,0,1.17,0
RP23-44H21.1,DCT_ERST_DCT_UP,1.66,1.5,1.24,0,0,0,0,0
RP23-42H18.6,DCT_ERST_DCT_UP,41.18,35.98,29.86,8.56,8.95,9.33,8.18,8.33
RP23-406J21.3,DCT_ERST_DCT_UP,91.56,91.56,65.54,11.88,14.2,26.09,20.15,23.19
RP23-308E4.7,DCT_ERST_DCT_UP,11.73,12.44,12.5,1.9,3.26,2.88,1.38,1.59
RP23-296J10.10,LC_ERST_UP,0,0,0,1.71,1.53,0,0,0
RP23-256J14.1,DCT_ERST_DCT_UP,10.97,14.02,11.6,2.72,2.87,4.07,3.28,3.31
RP23-100O18.6,DCT_ERST_DCT_UP,2.75,1.88,2.67,0,0.29,0,0,0
Rora,LC_ERST_UP,17.03,17.6,23.07,124.67,127.25,31.52,33.97,32.33
Robo1,DCT_ERST_DCT_UP,6.06,6.15,9.53,2.39,2.75,2.43,2.41,2.35
Rnu3b4,LC_ERST_UP,11.42,0,6.27,47.85,41.68,14.11,19.53,10.13
Rnu3b2,LC_ERST_UP,11.42,0,6.27,47.85,41.68,14.11,19.53,10.13
Rnf39,DCT_ERST_DCT_UP,127.85,127.65,128.94,74.31,58.69,8.1,13,9.11
Rnf225,LC_ERST_UP,4.19,5.22,4.8,22.28,20.85,0.24,0.33,0.38
Rnf222,DCT_ERST_DCT_UP,29.38,28.18,26.95,4.93,4.98,0,0,0
Rnf182,DCT_ERST_DCT_UP,8.27,7.68,8.06,0.19,0.27,0,0,0.03
Rnf149,DCT_ERST_DCT_UP,93.74,94.69,105.47,36.49,35.38,8.49,9.12,8.77
Rnd3,DCT_ERST_DCT_UP,53.77,51.78,65.77,26.48,28.48,30.66,25.89,29.8
Rnaset2b,DCT_ERST_DCT_UP,377.41,365.41,410.61,66.79,62.72,92.03,107.03,88.93
Rnaset2a,DCT_ERST_DCT_UP,46.09,44.61,49.77,14.69,13.63,20.37,21.68,25.72
Rnase2b,LC_ERST_UP,9.09,11.49,8.97,146.37,150.95,0,0,0
Rnase12,DCT_ERST_DCT_UP,20.25,20.87,16.24,1.71,0.68,0,0,0
Rnase1,LC_ERST_UP,9.31,9.99,9.62,54.47,48.5,0.11,0,0.12
Rhpn2,DCT_ERST_DCT_UP,9.38,8.47,8.72,0.58,0.82,1.26,0.81,0.77
Rhog,DCT_ERST_DCT_UP,142.96,139.56,97.55,47.3,41.82,41.2,45.57,35.02
Rgs20,LC_ERST_UP,0.67,0.25,0.63,4.67,4.19,0.16,0.1,0.26
Rgs18,LC_ERST_UP,1.41,1.42,0.79,7.84,7.76,0.4,0.47,0.57
Rgs1,LC_ERST_UP,0.37,0.43,0.29,6.8,6.56,0.88,1.33,1.2
Rgn,LC_ERST_UP,0.14,0.17,0.37,11.4,12.27,0,0,0
Rexo2,DCT_ERST_DCT_UP,354,357.51,363.85,122.63,125.46,84.39,96.37,95.38
Rdh16,LC_ERST_UP,0.32,0.39,0.93,7.5,7.35,0.24,0.16,0.31
Rdh13,LC_ERST_UP,11.39,10.12,14.62,55.08,53.98,11.59,10.77,9.74
Rdh11,LC_ERST_UP,7.89,8.34,12.33,50.6,45.37,3.9,5.49,3.99
Rdh1,LC_ERST_UP,1.64,1.67,2.17,31.38,28.23,0.55,0.16,0.42
Rbp1,DCT_ERST_DCT_UP,24.14,25.22,21.88,6.8,8.35,6.2,7,6.57
Rbm4,DCT_ERST_DCT_UP,22.58,25.25,22.94,10.66,9.33,5.65,5.1,6.23
Rasgef1b,DCT_ERST_DCT_UP,38.67,40.76,45.48,6.38,6.44,6.28,6.3,7.76
Rars,DCT_ERST_DCT_UP,96.03,94.93,115.92,43.58,44.71,18.44,20.81,19.1
Rarres1,LC_ERST_UP,17.29,17.39,30.14,962.87,880.59,29.58,32.56,29.27
Rab3ip,DCT_ERST_DCT_UP,21.03,21.17,20.51,4.62,3.66,4.79,4.87,5.6
Rab3d,LC_ERST_UP,16.22,15.45,19.03,66.45,59.63,5.8,6.25,6.71
Rab38,LC_ERST_UP,14.92,16.83,20.83,58.1,59.72,0.77,0.8,0.67
Rab15,DCT_ERST_DCT_UP,11.94,12.81,13.67,5.63,5.61,2.33,3.25,2.39
Qpct,LC_ERST_UP,9.57,8.92,9.32,35.18,41.61,1.53,2.11,2.14
Ptpro,LC_ERST_UP,0.89,0.63,0.45,4.94,5.92,0.76,1.05,0.85
Ptprc,LC_ERST_UP,1.72,1.76,1.24,8.06,7.5,0.91,0.73,0.88
Ptpn12,DCT_ERST_DCT_UP,49.42,52.84,35.45,16.99,14.78,13.62,8.44,12.99
Pthlh,DCT_ERST_DCT_UP,21.26,21.55,37.23,7.29,7.47,2.82,3.63,2.36
Ptgs1,LC_ERST_UP,9.15,8.76,12.05,104.2,92.74,3.34,3,2.13
Ptcra,DCT_ERST_DCT_UP,22.4,22.94,21.34,0.91,0.68,1.18,0.89,0.49
Ptch2,DCT_ERST_DCT_UP,4.51,4.36,4.61,1.12,0.88,0.87,1.25,1.4
Psors1c2,DCT_ERST_DCT_UP,2742.1,2750.66,1900.32,64.51,59.29,0.5,0.23,1.17
Psca,LC_ERST_UP,2.32,2.05,2.07,12.83,13.08,0.37,0.68,0.71
Psat1,LC_ERST_UP,19.19,18.91,25.18,74.6,70.64,8.7,10.46,9.38
Psapl1,LC_ERST_UP,93.2,95.54,121.37,692,643.07,0,0,0
Prss53,DCT_ERST_DCT_UP,141.2,133.13,161.01,6.04,6.06,0.82,0,1.55
Prr9,DCT_ERST_DCT_UP,14040.21,14005.32,12850.96,68.61,64.15,0,0,0
Prr5l,DCT_ERST_DCT_UP,5.69,4.31,8.83,0.78,0.76,1.18,0.9,1.66
Procr,DCT_ERST_DCT_UP,43.3,41.36,38.66,8.3,8.44,4.65,3.85,6.04
Prkcb,LC_ERST_UP,2.14,1.79,2.58,12.31,10.22,0.56,1.07,0.92
Prdx2,DCT_ERST_DCT_UP,1018.25,1016,898.62,545.18,533.77,233.96,260,222.34
Prdm1,DCT_ERST_DCT_UP,10.44,11.21,12.34,5.21,4.79,0.18,0.17,0.07
Ppt2,DCT_ERST_DCT_UP,20.73,24.26,25.78,7.92,8.81,9.38,9.74,8.6
Ppp2r1b,DCT_ERST_DCT_UP,60.73,56.93,81.15,10.59,10.17,12.91,16.03,13.3
Ppp1r3b,DCT_ERST_DCT_UP,3.7,3.38,4.41,0.34,0.32,0.37,0.22,0.36
Ppp1cb,DCT_ERST_DCT_UP,274.46,273.31,260.85,97.95,98.83,78.29,60.14,81.93
Ppip5k1,DCT_ERST_DCT_UP,28.06,28.86,28.4,6.36,6.82,12.55,14.22,13.89
Ppid,DCT_ERST_DCT_UP,42.45,41.94,60.17,17.18,19.57,18.98,19.02,21.98
Ppfia4,LC_ERST_UP,1.36,1.1,1.18,12.49,9.47,1.64,1.1,1.71
Pou2f3,LC_ERST_UP,5.86,6.81,8.96,25.59,26.01,0.61,0.42,0.35
Postn,LC_ERST_UP,37.45,33.48,23.98,304.13,327.19,8.36,9.27,9.86
Pola2,DCT_ERST_DCT_UP,32.06,29.65,30.37,9.31,9.7,8.56,9.44,8.65
Pola1,DCT_ERST_DCT_UP,35.24,34.99,29.72,4.6,4.77,12.88,5.36,10.24
Pnpla5,LC_ERST_UP,1.77,1.03,1.13,44.38,42.16,0,0,0
Pmvk,LC_ERST_UP,49.6,49.64,48.84,176.3,147.01,28.78,37.28,28.63
Pmepa1,DCT_ERST_DCT_UP,23.83,24.05,15.37,5.06,4.86,10.59,8.93,8.64
Plxna2,DCT_ERST_DCT_UP,9.69,9.13,11.31,3.67,4.46,4.37,3.9,3.46
Plxdc1,LC_ERST_UP,1.77,1.53,1.91,8.92,7.64,1.02,0.97,1.03
Pls1,LC_ERST_UP,0.02,0.02,0.11,3.98,4.19,0.05,0.36,0.03
Plk3,DCT_ERST_DCT_UP,74.03,74.18,74.29,34.36,30.14,10.02,11.45,9.06
Plk2,DCT_ERST_DCT_UP,33.28,31.79,44.56,18.75,20.41,13.5,13.02,14.25
Plekhh1,DCT_ERST_DCT_UP,2.44,2.06,2.33,0.28,0.29,0,0,0
Plcxd2,DCT_ERST_DCT_UP,6.07,5.45,4.59,1.54,1.46,0.02,0.04,0.01
Plcxd1,LC_ERST_UP,3.3,1.74,1.63,20.72,16.02,1.29,1.85,1.58
Plb1,DCT_ERST_DCT_UP,42.56,43.73,31.71,3.46,2.27,1.71,4.05,1.05
Pla2g4b,DCT_ERST_DCT_UP,5.96,7.88,4.71,1.78,1.1,0,0.5,0.17
Pla2g2e,DCT_ERST_DCT_UP,236.96,234.78,155.3,41.39,46.09,0.41,1.8,0.86
Pkp3,DCT_ERST_DCT_UP,458.67,465.88,328.41,230.43,228.04,0.74,0.6,0.75
Pkp2,DCT_ERST_DCT_UP,3.91,3.25,3.87,0.84,0.76,1.35,0.69,1.22
Pitrm1,DCT_ERST_DCT_UP,34.15,33.52,51.1,9.7,9.79,8.43,8.88,7.42
Pisd-ps1,LC_ERST_UP,38.07,40.77,38.46,167.19,150.19,21.86,21.99,18.49
Pirb,LC_ERST_UP,2.03,1.81,0.96,10.97,11.61,1.85,1.59,2.14
Pinlyp,DCT_ERST_DCT_UP,2533.9,2544.25,2099.18,71.95,64.97,0,0.23,0.15
Pilra,LC_ERST_UP,0.36,1.49,0.48,7.15,5.06,0.48,0.59,0.73
Pik3r3,DCT_ERST_DCT_UP,14.48,12.11,12.86,1.94,1.69,2.32,1.79,1.8
Pik3c2g,LC_ERST_UP,0.34,0.51,0.57,3.68,4.56,0,0,0
Pi15,DCT_ERST_DCT_UP,5.51,5.49,5.33,0.96,0.98,1.56,0.97,1.36
Phospho1,LC_ERST_UP,1.12,0.29,0.71,4.25,5.69,0.28,0.16,0.23
Phlda2,DCT_ERST_DCT_UP,19.73,19.22,20.42,1.35,0.86,0.73,1.35,1.51
Phkg1,DCT_ERST_DCT_UP,38.97,41.62,43.91,7.03,8.49,17.88,13.07,17.54
Phf24,LC_ERST_UP,0.32,0.41,0.77,3.74,4.23,0.13,0.23,0.25
Pgm1,DCT_ERST_DCT_UP,46.23,44.95,63.73,7.31,8.06,3.07,3.89,2.98
Pgap2,DCT_ERST_DCT_UP,118.46,110.11,124.69,51.58,46.1,17.09,19.97,21.73
Pfdn4,DCT_ERST_DCT_UP,44.1,36.91,45.44,19.9,25.33,15.37,12.92,14.18
Pf4,LC_ERST_UP,93.44,96.48,35.43,542.93,488.88,92.54,83.67,101.26
Pex3,LC_ERST_UP,15,16.22,16.52,59.33,54.93,12.88,13.07,11.35
Per3,LC_ERST_UP,8.52,7.66,3.36,82.57,82.2,21.56,25.6,23.35
Pdzrn3,DCT_ERST_DCT_UP,22.47,21.58,24.25,3.14,2.55,11.01,11.92,10.53
Pdzk1,LC_ERST_UP,0.26,0.23,0.29,5.25,5.4,0.02,0.16,0
Pdss1,LC_ERST_UP,2.6,2.96,2.79,33.12,35.14,5.05,3.95,3.7
Pdgfrl,LC_ERST_UP,5.78,6.54,4.06,97.11,90.54,32.36,33.85,28.17
Pde9a,DCT_ERST_DCT_UP,5.13,5.06,4.98,1.22,1.11,1.46,1.19,1.1
Pctp,LC_ERST_UP,1.12,1.39,1.05,14,14.48,2.46,2.69,1.79
Pcp4,DCT_ERST_DCT_UP,6.58,7.12,4.58,0.7,1.48,0,0,0.21
Pcgf2,DCT_ERST_DCT_UP,38.98,39.94,44.58,6.58,10.98,12.22,14.53,15.88
Pbp2,DCT_ERST_DCT_UP,2.86,4.42,2.85,0.06,0,0,0,0
Pbld2,DCT_ERST_DCT_UP,25,26.45,17.52,2.73,3.53,9.21,6.92,9.72
Parvb,DCT_ERST_DCT_UP,35.72,49.95,26.38,3.49,3.48,7.75,6.99,6.06
Parp10,LC_ERST_UP,5.82,6.61,3.34,39.81,35.2,4.19,2.78,4.33
Parp1,DCT_ERST_DCT_UP,29.91,34.36,37.04,13.76,17.23,10.36,12.37,11.34
Parm1,DCT_ERST_DCT_UP,5.28,5.28,4.81,1.59,1.57,1.46,1.83,1.72
Park2,DCT_ERST_DCT_UP,59.62,66.53,53.48,16.3,17.77,10.28,14.29,9.24
Pard6b,DCT_ERST_DCT_UP,6.58,5.96,9.7,2.76,2.49,0,0,0.03
Paqr8,DCT_ERST_DCT_UP,12.07,12.83,12.01,1.09,1.25,0.24,0.54,0.35
Paqr7,LC_ERST_UP,15.33,14.25,18.04,65.15,60.57,2.8,3.47,4.09
Papl,DCT_ERST_DCT_UP,57.3,61.8,47,17.86,16.24,0,0,0
Panx3,LC_ERST_UP,1.01,1.37,1.88,31.44,31.82,1.06,1.37,0.9
Pank1,LC_ERST_UP,7.58,7.38,7.96,40.37,42.77,12.58,11.72,11.23
Palm3,LC_ERST_UP,0.58,0.44,0.15,3.94,4.26,0.44,0.77,0.59
Palld,DCT_ERST_DCT_UP,63.14,66.02,58.09,8.43,7.38,24.3,28.95,24.17
Padi4,DCT_ERST_DCT_UP,74.17,78.6,78.1,4.95,4.26,0,0,0
Padi3,DCT_ERST_DCT_UP,118.08,117.5,136.82,0.35,0.3,0.06,0.05,0.13
Padi1,DCT_ERST_DCT_UP,25.67,26.84,21.59,0.2,0.33,0.06,0.16,0.09
Pabpc1,DCT_ERST_DCT_UP,407.98,420.4,338.36,204.39,198.05,109.37,105.69,97.45
P2rx2,LC_ERST_UP,0.33,0.29,0.27,5.76,4.93,0,0,0
Ovol1,DCT_ERST_DCT_UP,84.58,84.46,106.2,39.91,36.91,0.55,0.16,0.39
Otx1,LC_ERST_UP,0,0,0.26,7.12,6.44,0.51,0.22,0.44
Otub2,DCT_ERST_DCT_UP,25.16,25.67,27.52,9.59,8.67,1.81,2.85,1.64
Otop3,LC_ERST_UP,1.08,0.98,1.15,6.7,5.69,0,0.07,0
Otop2,DCT_ERST_DCT_UP,18.61,19.44,13.72,0.28,0.21,0,0,0
Osbpl1a,LC_ERST_UP,18.88,14.66,21.53,68.33,63.17,23.66,25.89,22.3
Orm1,LC_ERST_UP,70.24,68.27,60.21,222.6,227.26,9.84,7.84,9.91
Olfr465-ps1,LC_ERST_UP,0.09,0,0,2.09,2.89,0,0,0
Olfml3,LC_ERST_UP,4.61,4.63,3.29,33.09,28.49,5.37,7.24,6.1
Olfml2b,LC_ERST_UP,6.87,7.09,4,33.23,29.54,6.25,7.11,6.52
Odam,DCT_ERST_DCT_UP,1.71,2.28,1.21,0.06,0.09,0,0,0
Oas1f,LC_ERST_UP,9.53,9.67,11.12,128.4,116.38,0.14,0,0.07
Oas1e,LC_ERST_UP,0.18,0.21,0.28,3.27,3.7,0,0,0
Oas1c,LC_ERST_UP,0.62,0.74,0.62,9.01,9.04,1.3,1.11,1.09
Nupr1,LC_ERST_UP,75.24,76.13,65.71,584.8,684.27,150.3,155.84,144.03
Nudt17,LC_ERST_UP,14.81,14.31,13.96,79,83.69,7.29,9.42,6.08
Nsg1,LC_ERST_UP,2.47,4.63,3.68,44.43,41.44,12.48,13.32,10.58
Nrtn,LC_ERST_UP,35.12,31.41,24.06,248.1,168.23,4.55,6.29,3.2
Nrm,LC_ERST_UP,7.59,7.93,8.27,31.43,27.46,4.18,3.46,3.68
Nrip3,LC_ERST_UP,0.47,0.49,0.77,4.93,5.58,0.6,0.19,0.51
Npy,DCT_ERST_DCT_UP,75.89,66.47,56.17,8.15,6.13,0.87,0,0.76
Nptx1,LC_ERST_UP,0.03,0.09,0.01,2.79,2.14,0.03,0.03,0.02
Nppc,DCT_ERST_DCT_UP,19.72,15.84,15,0.48,0.79,0.77,0,0.56
