Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3,Der_JY01M004_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M005_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M006_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M001_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M002_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M003_(MoGene-2_0-st).Dermis.rma-gene-full-Signal
Ppp1r17,"protein phosphatase 1, regulatory subunit 17",-1.159220352,-0.615973301,-0.78101216,-1.225276125,-0.837041625,-0.583452185,6.266596,6.310682,6.37964,6.31424,6.329897,6.471161
Ppp1r16b,"protein phosphatase 1, regulatory (inhibitor) subunit 16B",-1.436249042,-0.838413672,-0.36954519,-1.417963299,-1.529834879,-1.43279114,6.608613,6.346441,6.681353,6.404796,7.144301,6.943317
Ppp1r16a,"protein phosphatase 1, regulatory (inhibitor) subunit 16A",-2.349256739,-2.228279071,-2.095577295,-1.885682258,-2.118836812,-1.238602466,8.365458,8.44867,8.290257,8.393552,8.31523,8.196574
Ppp1r15b,"protein phosphatase 1, regulatory (inhibitor) subunit 15b",0.002024257,0.333004772,0.099466002,-0.031363004,-0.075762496,-0.275624851,11.17757,11.61278,11.47432,11.56672,11.82884,11.74511
Ppp1r15a,"protein phosphatase 1, regulatory (inhibitor) subunit 15A",1.463426319,1.477543524,1.517764039,1.613221617,2.136797879,1.820934414,10.95913,10.93762,10.73208,11.14298,11.19139,11.18833
Ppp1r14d,"protein phosphatase 1, regulatory (inhibitor) subunit 14D",-0.754284512,-0.532935236,-0.324210765,-0.34765202,-1.361909167,-0.817747081,7.049899,7.211887,7.229152,7.166378,7.160799,7.042043
Ppp1r14c,"protein phosphatase 1, regulatory (inhibitor) subunit 14c",-4.565850953,-4.995285664,-3.570493438,-5.556914916,-5.486198989,-4.726856654,5.172053,5.390426,5.149676,5.616004,5.73978,5.322101
Ppp1r14b,"protein phosphatase 1, regulatory (inhibitor) subunit 14B",-1.628725039,-1.44090951,-1.053719054,-1.090834518,-1.080840174,-1.097919892,10.16597,10.10398,10.01031,10.21265,9.748116,9.889549
Ppp1r14a,"protein phosphatase 1, regulatory (inhibitor) subunit 14A",-2.821454084,-2.800902742,-2.661561705,-2.927000274,-2.746591012,-3.39436446,7.157984,7.328008,7.203835,7.424555,7.659623,7.492486
Ppp1r13l,"protein phosphatase 1, regulatory (inhibitor) subunit 13 like",0.308697042,0.404982684,0.364382033,0.113510706,0.350175148,-0.11239891,7.790608,7.896085,7.82523,7.624044,7.651053,7.622856
Ppp1r13b,"protein phosphatase 1, regulatory (inhibitor) subunit 13B",-1.142928824,-1.331064646,-2.165888554,-1.970466659,-1.872062708,-1.481604781,8.351412,8.58416,8.391058,8.713082,8.68996,8.656164
Ppp1r12c,"protein phosphatase 1, regulatory (inhibitor) subunit 12C",-0.274235791,-1.237087652,-0.378473295,-0.551024355,-0.389142178,-0.17892195,9.710167,9.672466,9.656515,9.712961,9.675974,9.770399
Ppp1r12b,"protein phosphatase 1, regulatory (inhibitor) subunit 12B",1.415094838,-1.057289917,1.124243429,0.369695171,-0.681796256,1.100192525,8.84246,8.564146,8.68955,9.010182,8.362637,9.052595
Ppp1r12a,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",0.822774178,1.076627252,1.198786974,0.543637066,1.076363835,1.200338042,9.971891,10.25201,10.18858,10.23952,10.20525,10.29056
Ppp1r11,"protein phosphatase 1, regulatory (inhibitor) subunit 11",-2.179968159,-2.168799219,-2.260583098,-2.614736084,-2.637226368,-2.758465472,9.433523,9.198651,9.251776,9.262926,8.994172,9.027705
Ppp1r10,"protein phosphatase 1, regulatory subunit 10",1.801644756,2.142103029,1.812507139,2.714711365,2.076644112,2.798578075,10.78053,10.5755,10.59738,10.99184,10.6102,10.93611
Ppp1cc,"protein phosphatase 1, catalytic subunit, gamma isoform",-0.226635363,-0.468528165,-0.355325934,-0.328867333,0.070108083,-0.407605889,12.7947,12.7714,12.75537,12.71133,12.77177,12.82652
Ppp1cb,"protein phosphatase 1, catalytic subunit, beta isoform",-0.149645654,-0.408049739,-0.461563914,-0.63619023,-0.883309248,2.127588229,12.17218,12.29422,12.23272,12.30916,12.37466,12.27505
Ppp1ca,"protein phosphatase 1, catalytic subunit, alpha isoform",-0.031960111,-0.012343496,-0.186362705,0.425525545,0.249170941,0.616165478,12.03213,11.92989,11.98785,11.8677,11.56465,11.65473
Ppox,protoporphyrinogen oxidase,0.026403643,0.272901584,0.300692507,0.196361656,0.280396149,0.609063437,8.737748,8.336142,8.488335,8.47148,7.750861,8.138928
Ppnr,per-pentamer repeat gene,0.271074395,-0.111234935,0.172501115,-0.028091178,0.425766117,0.71473214,5.606822,5.374039,5.947212,5.32419,5.303989,5.286674
Ppme1,protein phosphatase methylesterase 1,-0.156980793,-0.600447358,-0.801999397,0.460284767,0.077087547,0.636552457,11.98461,11.73163,11.89119,11.56465,11.76889,11.63996
Ppm1n,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)",0.313560127,0.69170047,0.549598095,-0.044736705,0.279325283,-0.036060559,5.932664,6.065478,6.147689,5.960611,6.162312,6.063958
Ppm1m,protein phosphatase 1M,1.973044084,-0.166631577,0.761781758,0.876265434,1.599994332,1.003072078,8.722209,8.138151,8.387329,8.275554,7.91175,8.126716
Ppm1l,protein phosphatase 1 (formerly 2C)-like,-0.793460248,-1.388141972,-0.592120103,-1.198904784,-0.528454061,-2.778952976,8.173008,7.830439,7.806435,9.319623,8.187984,8.78848
Ppm1k,protein phosphatase 1K (PP2C domain containing),0.623969009,0.862860477,0.681984274,1.460461414,0.863847445,0.697163363,8.571455,8.040756,8.180799,8.162026,7.778417,8.021372
Ppm1j,protein phosphatase 1J,-3.067960235,-3.551682637,-3.219702721,-3.744256323,-4.122739025,-4.37392353,5.895605,6.143455,5.963566,5.843882,5.969587,5.878601
Ppm1h,protein phosphatase 1H (PP2C domain containing),0.012448111,-0.134062712,-0.145506544,-0.368607876,-0.248843283,0.255102698,7.591273,7.697751,7.690018,7.777351,7.627942,7.711083
Ppm1g,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",-1.079878051,-1.351328029,-1.485559995,-1.968732946,-1.507444188,-1.99021436,10.7751,10.9437,10.83681,10.9278,10.94006,10.80857
Ppm1f,protein phosphatase 1F (PP2C domain containing),0.155094741,-0.424829791,0.448895308,1.322420574,0.47247914,-0.018177497,9.064249,9.426405,8.937102,9.169961,8.908772,9.051281
Ppm1e,protein phosphatase 1E (PP2C domain containing),0.157218751,-0.178047169,0.084578144,0.240235727,-0.216268504,-0.315960574,6.17983,6.172363,6.438202,6.49186,6.436403,6.478757
Ppm1d,"protein phosphatase 1D magnesium-dependent, delta isoform",-1.902414203,-0.810686232,-0.497126223,-2.82586404,-1.388708808,-4.136016014,9.972161,9.92318,9.955284,9.843657,9.815397,9.848429
Ppm1b,"protein phosphatase 1B, magnesium dependent, beta isoform",-2.407323591,-2.394544889,-2.144076379,-3.659435976,-2.797055519,-4.160430109,7.899603,7.844682,7.788341,7.895144,7.972201,8.07251
Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",-2.133030979,-1.790366731,-1.43530809,-2.587894065,-2.221094352,-3.57188055,10.44688,10.2825,10.43581,10.33533,10.33168,10.35895
Ppl,periplakin,1.678409391,2.152630492,2.089539695,2.126625516,1.965402511,1.980590435,7.376617,7.353155,7.21326,7.249489,7.343235,7.361359
Ppip5k2,diphosphoinositol pentakisphosphate kinase 2,-0.210188568,-1.564717042,-0.463753382,-1.728623206,-0.564950234,0.377707601,9.636794,9.850964,9.556757,9.756208,9.187724,9.520769
Ppip5k1,diphosphoinositol pentakisphosphate kinase 1,0.00641166,0.260132575,0.696149801,-0.790452232,-0.828810074,-1.32319274,6.92704,7.153169,6.805455,6.998871,6.901031,6.892018
Ppil6,peptidylprolyl isomerase (cyclophilin)-like 6,-2.259864641,-1.255305736,-1.368633681,-2.443756566,-2.825758908,-2.31788626,4.9588,4.962796,5.008121,5.044566,5.00827,4.938143
Ppil4,peptidylprolyl isomerase (cyclophilin)-like 4,0.282614,0.672926557,0.690988959,0.049285756,0.655941942,0.514187832,9.15564,9.48465,9.244277,9.309149,9.519093,9.346948
Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3,0.379386841,0.416189394,0.622170766,0.678705262,0.641372242,0.781904792,9.480313,9.187029,9.101936,8.964092,8.501819,8.65679
Ppil2,peptidylprolyl isomerase (cyclophilin)-like 2,-1.382008212,-2.005651867,-2.738229907,-1.769667689,-2.389296503,-1.802107186,10.21804,9.789926,10.01052,9.821108,9.631968,9.538673
Ppil1,peptidylprolyl isomerase (cyclophilin)-like 1,-0.541493172,-0.587440618,-0.741033121,-0.983345588,-0.85668869,-0.894465808,8.603374,8.887927,8.568685,8.670597,8.569772,8.535152
Ppig,peptidyl-prolyl isomerase G (cyclophilin G),1.226205986,-0.096141109,1.392025444,1.224540273,0.792870251,0.990016074,8.070154,8.025774,8.047897,8.078801,8.049444,8.165161
Ppifos,"peptidylprolyl isomerase F, opposite strand transcription unit",0.949659673,0.766256743,-0.396778566,-0.968493048,-0.713335636,-0.003305745,7.045576,7.126882,7.223568,7.063624,7.0542,7.12123
Ppif,peptidylprolyl isomerase F (cyclophilin F),-1.887859475,-1.797304042,-1.560622569,-3.490824477,-2.608837234,-2.990552701,11.33838,11.67105,11.62187,11.52,11.19496,11.1025
Ppie,peptidylprolyl isomerase E (cyclophilin E),2.263585742,2.29264937,2.125115487,2.35931944,2.512601449,2.52662624,8.163303,8.519767,8.231997,8.451225,8.330165,8.451976
Ppid,peptidylprolyl isomerase D (cyclophilin D),1.727328109,1.954025884,1.956267007,1.998697016,2.260537031,2.366672601,8.538604,8.986313,8.786988,8.860544,8.955003,8.922857
Ppic,peptidylprolyl isomerase C,1.094404506,1.158801765,1.011423572,1.553251571,2.560616084,1.984974898,11.78785,11.88152,12.34294,11.57535,11.88461,11.88482
Ppib,peptidylprolyl isomerase B,0.277303157,0.240457406,0.476503367,0.512950268,1.734962473,0.019257775,12.67744,12.18711,12.4403,12.25747,11.99123,12.01319
Ppia,peptidylprolyl isomerase A,-0.828563322,-0.926407118,-0.657779083,-0.519500604,-0.820898102,-0.796139465,13.07625,12.90409,12.95592,13.06745,12.84734,12.88733
Pphln1,periphilin 1,0.590613041,0.536721903,0.035452107,0.806174482,0.439429315,0.604673667,10.02874,10.60413,10.32781,10.47095,10.65653,10.51131
Ppfibp2,"PTPRF interacting protein, binding protein 2 (liprin beta 2)",1.590893023,1.510354533,1.832924304,2.18914444,1.757638818,2.833292791,6.937246,7.285451,7.033823,7.132112,8.175597,7.684669
Ppfibp1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",1.143628279,1.083726889,1.160467845,1.153786744,1.361999103,0.892747472,11.04058,11.22879,11.15056,11.19974,11.441,11.23309
Ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",0.617119646,1.4565395,0.29907143,3.251874084,0.215557569,-0.679180087,6.080272,6.176727,6.373248,6.203189,6.076603,6.458075
Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",-2.310379782,-2.498997166,-1.984295528,-3.469173753,-3.882279415,-3.487855215,5.777146,6.182168,5.946634,5.453404,5.779965,5.887702
Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",0.243012125,-0.096520381,-0.141854289,-0.300449065,0.963372202,1.044653747,6.390004,6.956919,6.426888,6.429471,6.281542,6.238492
Ppfia1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",1.023614534,1.07818388,1.433310301,1.171608984,1.371934533,1.269314437,9.430176,9.706111,9.637272,9.817906,9.878174,9.924491
Ppef2,"protein phosphatase, EF hand calcium-binding domain 2",2.408589064,0.240040817,0.3192105,0.237402519,0.319763442,0.221361569,4.869101,4.510268,4.740101,4.640053,4.944031,4.877873
Ppef1,protein phosphatase with EF hand calcium-binding domain 1,-0.550404084,-0.441576288,-0.356447418,-0.695165512,-1.116277815,-0.616069449,4.728033,4.794672,4.867502,4.855805,4.761169,4.992129
Ppdpf,pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)RIKEN cDNA 2700038C09 gene,-0.721205386,-1.367781585,-0.97456101,-0.130227753,-0.388970052,-0.312985543,8.836335,8.503227,8.625729,8.583609,8.063885,8.479415
Ppcs,phosphopantothenoylcysteine synthetase,-1.563174625,-2.284681429,-1.231057962,-1.671494161,-1.804281895,-2.049568422,6.968589,6.979625,6.730443,6.883113,7.068537,6.708297
Ppcdc,phosphopantothenoylcysteine decarboxylase,1.458538013,2.137254882,1.46277519,1.166532033,0.151619182,-0.150842373,7.74472,7.439027,7.569318,7.374531,7.036419,7.369981
Ppbp,pro-platelet basic protein,-1.604100217,-0.812130004,-0.162233651,-0.672772046,-1.805884647,-0.43725956,5.581768,5.576647,5.539296,5.57115,5.576647,5.64081
Ppat,phosphoribosyl pyrophosphate amidotransferase,2.155325019,2.504701221,2.378867547,3.085678479,2.799465886,2.951499612,9.874177,10.83922,10.54596,10.67432,10.93725,10.7442
Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",1.373095984,-0.224211422,1.767324642,0.326199714,1.455693475,1.057067966,6.340936,6.606997,6.403303,6.623283,6.579937,6.45734
Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",-1.803879479,1.133565258,-0.323311291,-1.974641628,-2.210735547,-2.577095088,5.491609,5.245116,5.25193,5.439917,5.113322,5.470342
Pparg,peroxisome proliferator activated receptor gamma,2.185789421,2.450944689,2.224679694,2.45298409,3.294084111,3.090790569,6.900226,7.448464,6.904663,7.275406,7.06428,6.953303
Ppard,peroxisome proliferator activator receptor delta,1.244777438,1.330176456,1.416341937,1.387131287,1.636134343,1.531064368,11.63164,11.86206,11.75827,12.1764,12.50379,12.46671
Ppara,peroxisome proliferator activated receptor alpha,-1.668537123,-1.733603056,-1.140221906,-1.777605159,-1.469451197,-1.079970522,7.248807,7.028876,7.119345,6.99143,6.69027,6.796242
Ppapdc3,phosphatidic acid phosphatase type 2 domain containing 3,0.582076905,-0.618776561,-1.680848921,1.694255222,-0.154505631,1.007713295,8.35137,8.518216,8.345218,8.068864,7.879159,7.847259
Ppapdc2,phosphatidic acid phosphatase type 2 domain containing 2,-1.025272691,-0.636718042,-0.425128556,-0.816768765,-1.111057164,-0.615787582,8.052604,8.179337,8.09033,8.020003,8.134681,7.952399
Ppapdc1b,phosphatidic acid phosphatase type 2 domain containing 1B,0.544276563,0.31746704,-0.138853405,0.630904484,0.70125492,0.450883735,10.36346,9.98008,10.15336,9.736724,9.698741,9.628847
Ppapdc1a,phosphatidic acid phosphatase type 2 domain containing 1A,-0.475522452,-0.393142328,-0.576489592,-0.77105799,-0.332717326,-0.37544443,6.755827,6.897924,7.020998,6.585026,6.909189,6.805898
Ppap2c,phosphatidic acid phosphatase type 2C,-1.85580268,-3.032644815,-1.939036252,-1.894870404,-1.933408584,-2.540337459,10.88489,11.38594,10.88865,9.943668,10.03472,9.762722
Ppap2b,phosphatidic acid phosphatase type 2B,1.323391379,1.766402312,1.55360014,1.61975733,1.954763294,2.067405427,13.41581,13.41209,13.38528,13.41496,13.40415,13.44934
Ppap2a,phosphatidic acid phosphatase type 2A,0.853593552,1.406457779,0.738766104,1.178060724,0.98204481,1.070020691,12.27566,12.36496,12.36839,11.43545,11.97538,11.45695
Ppan,peter pan homolog (Drosophila),1.124753403,0.720413243,0.914632393,2.519296717,1.182685711,1.751275598,10.20463,10.96282,10.65658,10.89973,10.91352,11.03974
Ppa2,pyrophosphatase (inorganic) 2,-1.435152553,-1.658264648,-1.076717023,-1.399779016,-1.63230492,-1.009301594,7.591695,7.374903,7.52271,7.536689,7.018693,7.343275
Ppa1,pyrophosphatase (inorganic) 1,1.009636506,0.816025184,0.688040969,1.006743906,1.445760901,1.25895732,10.98514,11.14585,10.91662,11.36748,11.05487,11.09764
Pou6f2,"POU domain, class 6, transcription factor 2",-0.219126717,3.474231069,1.929955282,-0.082194393,-0.578517573,-0.184730149,6.27036,6.295596,6.112187,6.404423,6.363139,6.253267
Pou6f1,"POU domain, class 6, transcription factor 1",-2.441071666,-3.65331382,-1.843688841,-3.641428861,-2.601763297,-2.926279295,8.571948,7.983799,8.179689,7.580514,7.627798,7.843387
Pou5f2,"POU domain class 5, transcription factor 2",-2.801313522,-2.364949326,-1.694357612,-3.924508357,-3.707832261,-2.984910535,6.603414,6.527837,6.605871,6.498716,6.152105,6.449158
Pou5f1,"POU domain, class 5, transcription factor 1",-0.627414665,-0.593866706,-0.798072089,-0.701865864,-0.485946813,2.747186701,6.504345,6.021917,6.539768,6.383082,6.835028,6.482292
Pou4f3,"POU domain, class 4, transcription factor 3",0.778602697,0.225899742,-0.024839032,0.570262527,-0.26450433,-0.080675305,6.680183,6.578797,6.595646,6.438265,6.791951,6.578012
Pou4f2,"POU domain, class 4, transcription factor 2",0.623283778,0.525795584,0.157341959,0.323768969,0.020657913,0.533026822,6.480016,6.638819,6.730889,6.71323,7.053885,6.637373
Pou4f1,"POU domain, class 4, transcription factor 1",-0.33278378,-0.776859699,-0.631973313,-0.032812661,-0.880612308,-0.803801291,5.403491,5.86517,5.880463,5.957366,6.390833,5.814195
Pou3f4,"POU domain, class 3, transcription factor 4",1.240357955,0.606529443,0.435278553,2.015423164,0.168248166,0.241839334,6.673727,6.451652,6.665749,6.286711,6.340069,6.402146
Pou3f3,"POU domain, class 3, transcription factor 3",-0.03219814,-0.288697739,0.009302251,0.269664841,-0.036142579,-0.572273387,6.310851,6.505361,6.312726,6.690139,6.930002,6.682599
Pou3f2,"POU domain, class 3, transcription factor 2",2.055459986,1.221820809,2.368440562,2.167359294,1.690111174,3.935053522,5.845825,5.962809,5.853668,6.150465,6.478689,5.984879
Pou3f1,"POU domain, class 3, transcription factor 1",-0.525332127,-0.976347036,-1.061240292,-0.810636346,-0.772800568,0.203024181,6.737154,6.951646,7.049246,7.252141,6.752512,7.196808
Pou2f3,"POU domain, class 2, transcription factor 3",1.739022182,-0.611587064,2.069471345,1.828395147,-1.109968955,-0.504943109,6.229156,6.78617,6.883157,6.597985,6.757046,7.037632
Pou2f2,"POU domain, class 2, transcription factor 2",-0.879771469,-0.435220265,-0.670016,-0.547833535,-1.656358709,0.903219395,5.913884,6.118578,6.034016,6.168325,6.212426,5.837405
Pou2f1,"POU domain, class 2, transcription factor 1",-3.992560203,-3.059991888,-5.175404099,-5.097245887,-4.488652368,-5.749244925,8.793657,8.757856,8.824065,8.887137,8.650455,8.900672
Pou2af1,"POU domain, class 2, associating factor 1",-1.252802263,-0.940884202,-1.273114174,-1.779489818,-2.167459124,-1.049054051,6.080834,6.137308,5.984593,6.080701,6.275891,6.164519
Pou1f1,"POU domain, class 1, transcription factor 1",0.016150659,0.181268677,0.196422721,0.418016786,0.048486819,0.329185847,4.467418,4.455686,4.308287,4.808156,4.631762,4.410294
Poteg,"POTE ankyrin domain family, member G",-4.277830591,-4.224754146,-3.346613225,-4.600974534,-5.094927854,-4.929911874,4.982076,5.259934,5.284446,5.282815,5.495296,5.505357
Pot1b,protection of telomeres 1B,1.293829065,0.841545085,0.704431312,0.93851089,0.659034915,0.848878602,7.868382,7.731467,7.64999,7.885972,7.293172,7.481758
Pot1a,protection of telomeres 1A,-1.745660143,-1.744790417,-1.384667501,-3.12454826,-2.357860748,-2.424432356,8.309016,8.204948,7.969143,8.164923,7.816107,7.734302
Postn,"periostin, osteoblast specific factor",1.695629958,1.855532012,1.620381708,2.073864203,3.158532783,2.603797065,12.84387,12.67022,13.05388,11.84486,12.48223,12.42917
Porcn,porcupine homolog (Drosophila),-0.310792472,-0.329234787,0.028470091,-0.01330872,0.124592098,-0.456806188,8.007724,7.770418,7.726153,7.740745,7.455537,7.750445
Por,P450 (cytochrome) oxidoreductase,0.675548852,0.761861386,0.562785689,0.477983452,0.557170411,0.463085743,11.41039,11.90047,11.69066,11.87474,11.96143,11.94747
Popdc3,popeye domain containing 3,1.366372117,0.525318217,-0.646778812,1.892921086,1.060694933,-0.205745741,4.99372,5.403044,5.010419,5.137079,5.699507,5.384123
Popdc2,popeye domain containing 2,0.876322,3.421643933,-0.525904375,1.818641052,1.313252933,0.044602758,6.64478,6.998557,6.742573,6.631386,7.33307,7.219037
Pop7,"processing of precursor 7, ribonuclease P family, (S. cerevisiae)",0.829378305,0.821011933,0.632441707,1.12024553,1.024013688,1.276213853,8.741583,8.801089,8.684194,8.857368,8.569795,8.539133
Pop5,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)",-0.87435363,-0.70974014,-0.605879081,-0.000849147,-0.175649761,-0.774493099,10.62779,10.27504,10.24397,10.38581,10.01873,9.906935
